finding_id,finding_title,disposition,coverage_mode,property_role,adapter,canonical_id,name,address,city,state,zip,website,acceptance_contract,evidence_file,evidence_line,test_selectors
27,Repli360 turns waitlist sentinels into apartments and drops native IDs,confirmed_remediated,explicit_audit_scope,affected,repli360,14117,Marquis at Great Hills,10050 Great Hills Trl,Austin,TX,78759,www.mqgreathills.com,Waitlist sentinels are excluded and native unit IDs are retained.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1345,ma_poc/tests/pms/adapters/test_repli360.py
27,Repli360 turns waitlist sentinels into apartments and drops native IDs,confirmed_remediated,explicit_audit_scope,affected,repli360,16969,Hidden Hills,30041 Tessier St,Laguna Niguel,CA,92677,https://www.elevatetosequoia.com/apartments/ca/laguna-niguel/hidden-hills-condominium-rentals/,Waitlist sentinels are excluded and native unit IDs are retained.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1345,ma_poc/tests/pms/adapters/test_repli360.py
27,Repli360 turns waitlist sentinels into apartments and drops native IDs,confirmed_remediated,explicit_audit_scope,affected,repli360,21347,River Oaks,1000 Allison Dr,Vacaville,CA,95687,https://www.elevatetosequoia.com/apartments/ca/vacaville/river-oaks-apartment-homes/,Waitlist sentinels are excluded and native unit IDs are retained.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1345,ma_poc/tests/pms/adapters/test_repli360.py
27,Repli360 turns waitlist sentinels into apartments and drops native IDs,confirmed_remediated,explicit_audit_scope,affected,repli360,38525,Marquis Sonoran Preserve,29675 N North Valley Pkwy,Phoenix,AZ,85085,https://www.mqsonoranpreserve.com/,Waitlist sentinels are excluded and native unit IDs are retained.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1345,ma_poc/tests/pms/adapters/test_repli360.py
28,MAAC preserves inventory values and dates but discards native identity,confirmed_remediated,explicit_audit_scope,affected,maac,6194,MAA Rocky Point,3101 N Rocky Point Dr E,Tampa,FL,33607,https://www.maac.com/florida/tampa/maa-rocky-point/,MAAC native identity survives without changing exact values or dates.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1422,ma_poc/tests/pms/adapters/test_maac_html.py
28,MAAC preserves inventory values and dates but discards native identity,confirmed_remediated,explicit_audit_scope,affected,maac,12525,MAA Boulder Ridge,1515 Cannon Pkwy,Roanoke,TX,76262,https://www.maac.com/texas/dallas/maa-boulder-ridge/,MAAC native identity survives without changing exact values or dates.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1422,ma_poc/tests/pms/adapters/test_maac_html.py
28,MAAC preserves inventory values and dates but discards native identity,confirmed_remediated,explicit_audit_scope,affected,maac,52140,MAA Wade Park,5443 Wade Park Blvd,Raleigh,NC,27607,https://www.maac.com/north-carolina/raleigh-cary/maa-wade-park/,MAAC native identity survives without changing exact values or dates.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1422,ma_poc/tests/pms/adapters/test_maac_html.py
28,MAAC preserves inventory values and dates but discards native identity,confirmed_remediated,explicit_audit_scope,affected,maac,54550,MAA West Village,4600 W Village Pl,Smyrna,GA,30080,https://www.maac.com/georgia/atlanta/maa-west-village/,MAAC native identity survives without changing exact values or dates.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1422,ma_poc/tests/pms/adapters/test_maac_html.py
28,MAAC preserves inventory values and dates but discards native identity,confirmed_remediated,explicit_audit_scope,affected,maac,218985,MAA Trinity II,1140 Trinity Pine Ln,Raleigh,NC,27607,https://www.maac.com/north-carolina/raleigh-cary/maa-trinity/,MAAC native identity survives without changing exact values or dates.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1422,ma_poc/tests/pms/adapters/test_maac_html.py
28,MAAC preserves inventory values and dates but discards native identity,confirmed_remediated,explicit_audit_scope,affected,maac,232992,The Paddock Club at Providence,685 Providence Main St NW,Huntsville,AL,35806,https://www.maac.com/alabama/huntsville/the-paddock-club-at-providence/,MAAC native identity survives without changing exact values or dates.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1422,ma_poc/tests/pms/adapters/test_maac_html.py
29,"Encore/Jonah resource identity is clean, but the SSR route drops it",confirmed_remediated,explicit_audit_scope,affected,encore_jonah,253388,Quattro,385 S 400 E,Salt Lake City,UT,84111,https://www.livequattro.com/,SSR and resource routes preserve the same property-bound native identity.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1495,ma_poc/tests/pms/adapters/test_encoreskyline_units.py
29,"Encore/Jonah resource identity is clean, but the SSR route drops it",confirmed_remediated,explicit_audit_scope,affected,encore_jonah,274384,Bryn House,2490 N Druid Hills Rd,Atlanta,GA,30329,https://brynhouseatl.com/,SSR and resource routes preserve the same property-bound native identity.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1495,ma_poc/tests/pms/adapters/test_encoreskyline_units.py
29,"Encore/Jonah resource identity is clean, but the SSR route drops it",confirmed_remediated,explicit_audit_scope,affected,encore_jonah,276734,5Line,2005 Empire St,Charlotte,NC,28217,https://liveatfiveline.com/,SSR and resource routes preserve the same property-bound native identity.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1495,ma_poc/tests/pms/adapters/test_encoreskyline_units.py
29,"Encore/Jonah resource identity is clean, but the SSR route drops it",confirmed_remediated,explicit_audit_scope,affected,encore_jonah,278113,Ascend NonaWest I,4000 Nona West Blvd,Orlando,FL,32824,https://ascendnonawest.com/?utm_source=gbp&utm_medium=organic&utm_campaign=website_clicks,SSR and resource routes preserve the same property-bound native identity.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1495,ma_poc/tests/pms/adapters/test_encoreskyline_units.py
29,"Encore/Jonah resource identity is clean, but the SSR route drops it",confirmed_remediated,explicit_audit_scope,affected,encore_jonah,288502,Marlowe Tomoka Village,100 Windflower Ln,Daytona Beach,FL,32117,https://marlowetomokavillage.com/,SSR and resource routes preserve the same property-bound native identity.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1495,ma_poc/tests/pms/adapters/test_encoreskyline_units.py
29,"Encore/Jonah resource identity is clean, but the SSR route drops it",confirmed_remediated,explicit_audit_scope,affected,encore_jonah,295254,Broadstone Overlands,5000 Collina Ter,Clermont,FL,34711,https://broadstoneoverlands.com/,SSR and resource routes preserve the same property-bound native identity.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1495,ma_poc/tests/pms/adapters/test_encoreskyline_units.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,738,Cross Creek,22 Creek Rd,Irvine,CA,92604,https://www.irvinecompanyapartments.com/communities/cross-creek,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,16387,The Colony at Fashion Island,5100 Colony Plaza,Newport Beach,CA,92660,https://www.irvinecompanyapartments.com/locations/orange-county/newport-beach/colony-at-fashion-island.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,16758,Sonoma at Oak Creek,700 Sonoma Aisle,Irvine,CA,92618,https://www.irvinecompanyapartments.com/locations/orange-county/irvine/oak-creek/sonoma.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,16796,Santa Rosa,500 Cardiff,Irvine,CA,92606,https://www.irvinecompanyapartments.com/locations/orange-county/irvine/westpark/santa-rosa.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,17102,Woodbridge Willows,344 Knollglen,Irvine,CA,92614,https://www.irvinecompanyapartments.com/locations/orange-county/irvine/woodbridge/woodbridge-willows.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,17178,Oak Glen,100 Oak Glen,Irvine,CA,92618,https://www.irvinecompanyapartments.com/locations/orange-county/irvine/oak-creek/oak-glen.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,17320,The Villas of Renaissance,5280 Fiore Terrace,San Diego,CA,92122,https://www.irvinecompanyapartments.com/communities/the-villas-of-renaissance,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,26901,Bordeaux,1 Ambroise,Newport Beach,CA,92657,https://www.irvinecompanyapartments.com/communities/bordeaux,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,32561,Pacific View,5162 Whitman Way,Carlsbad,CA,92008,https://www.irvinecompanyapartments.com/locations/san-diego/carlsbad/pacific-view.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,34548,Marbella,2504 Marron Rd,Carlsbad,CA,92010,https://www.irvinecompanyapartments.com/communities/marbella/,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,230542,Santa Clara Square,3320 Montgomery Dr,Santa Clara,CA,95054,https://www.irvinecompanyapartments.com/locations/northern-california/santa-clara/santa-clara-square.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,231107,Crescent Village - Verona,401 River Oaks Pkwy,San Jose,CA,95134,www.irvinecompanyapartments.com/communities/crescent-village,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
30,"Irvine values are clean, but `unitID` is not a community-unique key",confirmed_remediated,complete_13_property_cohort,affected,irvine,263158,Promenade at Irvine Spectrum,1100 Perlita,Irvine,CA,92618,https://www.irvinecompanyapartments.com/locations/orange-county/irvine/spectrum/promenade-at-spectrum.html,Community-qualified native unit identity prevents cross-community collisions.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1590,ma_poc/tests/pms/adapters/test_irvine_identity.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,37386,AMLI Quadrangle,2717 Howell St,Dallas,TX,75204,https://www.amli.com/apartments/dallas/downtown-dallas-apartments/amli-quadrangle,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,40193,AMLI South Shore,1620 E Riverside Dr,Austin,TX,78741,https://www.amli.com/apartments/austin/downtown-austin-apartments/amli-south-shore,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,54553,AMLI Evanston,737 Chicago Ave,Evanston,IL,60202,https://www.amli.com/apartments/chicago/near-north-suburbs-apartments/amli-evanston,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,61548,AMLI Dadeland,8250 SW 72nd Ct,Miami,FL,33143,https://www.amli.com/apartments/southeast-florida/dadeland-apartments/amli-dadeland,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,62778,AMLI Dry Creek,7471 S Clinton St,Englewood,CO,80112,https://www.amli.com/apartments/denver/englewood-centennial-apartments/amli-dry-creek,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,66940,AMLI Riverfront Green,1750 Little Raven St,Denver,CO,80202,https://www.amli.com/apartments/denver/lodo-apartments/amli-riverfront-green,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,68148,AMLI Midtown 29,180 NE 29th St,Miami,FL,33137,https://www.amli.com/apartments/southeast-florida/miami-apartments/amli-midtown-29,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,237704,AMLI on Aldrich,2401 Aldrich St,Austin,TX,78723,https://www.amli.com/apartments/austin/mueller-apartments/amli-on-aldrich,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,239952,AMLI Toscana Place,5971 Toscana Dr,Davie,FL,33314,https://www.amli.com/apartments/southeast-florida/fort-lauderdale-apartments/amli-toscana-place,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,242191,AMLI West Loop,205 S Peoria St,Chicago,IL,60607,https://www.amli.com/apartments/chicago/west-loop-apartments/amli-west-loop,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
31,AMLI admits submarket siblings and drops exact target-unit fields,confirmed_remediated,complete_11_property_audit_cohort,affected,amli,261770,AMLI Broadway Park,357 S Bannock St,Denver,CO,80223,https://www.amli.com/apartments/denver/broadway-park-apartments/amli-broadway-park,Only target-property AMLI units are admitted and exact unit fields survive.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1682,ma_poc/tests/pms/adapters/test_amli_property_binding.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,1165,Tustin View,2002 & 2010 N Ponderosa St,Santa Ana,CA,92705,https://www.allenproperties.net/tustin-view-santa-ana-ca/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,4724,MiraBella,40300 Washington St,Bermuda Dunes,CA,92203,www.mirabellalifestyle.com,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,12927,Wyvernwood Garden,2901 E Olympic Blvd,Los Angeles,CA,90023,http://www.wyvernwoodla.com,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,15361,Hidden Springs,5220 Pearblossom Dr,Riverside,CA,92507,https://www.allenproperties.net/hidden-springs-riverside-ca/floorplans,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,16101,Park Place Townhomes,1005 S Gilbert St,Hemet,CA,92543,https://www.allenproperties.net/parkplacetownhomes-hemet-ca,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,16198,Rose Luxury Apartments,10853 Rose Ave,Los Angeles,CA,90034,https://www.theroseapts.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,16953,Serrano Highlands,25421 Alta Loma,Lake Forest,CA,92630,https://www.serranohighlandsapts.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,17161,Monterey Villas,7000 La Praix St,Highland,CA,92346,https://www.allenproperties.net/monterey-villas-highland-ca/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,17541,Greentree Gardens,2618 Flint Way,San Bernardino,CA,92408,https://www.allenproperties.net/greentree-gardens-san-bernardino-ca/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,19108,Canopy,923 112th St SW,Everett,WA,98204,https://www.canopyeverett.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,20349,Loma Palisades,2799 Adrian St,San Diego,CA,92110,http://www.lomapalisades.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,21169,Montebello at Summit Ridge,5200 Summit Ridge Dr,Reno,NV,89523,https://www.montebelloatsummitridge.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,23306,Villas Willow Glen,850 Meridian Way,San Jose,CA,95126,www.villaswillowglen.com,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,26946,Bermuda Terrace,9850 Bermuda Rd,Las Vegas,NV,89183,www.bermudaterraceapts.com,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,27161,Huntington Gardens,4901 Heil Ave,Huntington Beach,CA,92649,https://www.allenproperties.net/huntington-gardens-huntington-beach-ca/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,28372,Las Ventanas,3819 Vineyard Ave,Pleasanton,CA,94566,www.lasventanasapt.com,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,28386,Greenback Ridge,7566 Greenback Ln,Citrus Heights,CA,95610,www.thegreenbackridge.com,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,28538,The Mark,24650 Amador St,Hayward,CA,94544,https://www.experiencethemark.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,28696,Ellinwood,400 Longbrook Way,Pleasant Hill,CA,94523,https://www.ellinwoodapartments.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,28728,ArtHaus Central,544 Central Ave,Alameda,CA,94501,https://www.arthauscentral.mov/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,33318,Riverstone,7459 Rush River Dr,Sacramento,CA,95831,http://www.riverstoneaptliving.com/,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
32,"On-Site kept rows and dates but lost baths, plans, and canonical ID",confirmed_remediated,deterministic_july_success_superset_plus_current_no_link_controls,affected,onsite_apply,34275,Bella Rose,4900 Canada Valley Rd,Antioch,CA,94531,www.bellaroseapts.com,"Native On-Site ID, baths, exact proven plan, dates, and property binding survive.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1784,ma_poc/tests/pms/adapters/test_onsite_apply.py
